song_name,artist,lyrics,emotion
Temui Aku,Audy,"Mario Zwinkle
Freedom in my mind, thats the only thing i need
Lukis seni funky macam aku Andy warhol
Creating masterpiece aku tak perlu bersaing
Matter mos woosha dikepala tuliskan syair sufi
Shalom rahayu semesta lalu tubuhku bergejolak
Jadzab dalam music aku jauh dari azab
Sempilkan pesan Adonay kumpulkan makna tersirat
Sirotol Mustaqim jalanku mulus
Rahsa serat dewa ruci
Aku werkudara kuku ku pena yang tajam
Rajut bohemian rhapshody
Lepas dari raga ada ku juga adanya
Rima dan puisi bantu temu jati diri
Kitab putih dengan tinta warna putih
Melebur dalam grooves ciptakan melodi
Kasatmatakan mimpi, hidupkan momen poetic
Abadinya legacy empat pelaku tapa hening

Sonjah
Kitab ku kan selalu pimpin
Tuk temukan big thing, positif insting
Still think big, harapan dan doaku
Macam luther king
Keep faith to the Big King, JAH!
Sonjah pray to the most high
Wejangan baik datang dari deepak chopra
Kasih tеrbaik digambarkan oleh mandela
Kusimpan rapi dalam raga, thats why
Aku bekеrja dengan unseen
Bergerak diam kamuflase macam resin
Drama dunia terlalu banyak toksin
Kujaga diriku dengan banyak vak sin
Netralisir kelakar, kontrol di belakang layar
Aku percaya roda hidup berputar
Tuan didi ajarkan sabar
Rest in peace to the king sobat ambyar
You might also like
Chorus:
Peace Love thats the fengshui
Spiritual journey thru the music made us balance
Praise Lord for the better days
Wont be any changes if you aint willing to change

Tuantigabelas
Yoo Sedari kecil aku dikuasai bathil
Kegelapan terlalu banyak mengambil andil
Acungkan jari tengah karena dunia tak adil
Aku marah aku benci
Jiwa ku tersesat labil
Mengembara tak henti macam aku musafir
Mencari jawaban kenapa aku terlahir
Lalu musik datang beri sentuhan mutakhir
Bimbing ku beri jalan agar aku tak salah tafsir
Seni tutur kata, beri aku cara
Bagaimana buang amarah ke tempat sampah
Hakuna matata, ucapkan basmallah
Musik media ku tuk puja alam semesta
Rima dan puisi buat ku gali dan mulai kenali manusia dikaca oow yeay
Mulai cari cari jati diri lewat pena yang menari berharap kucapai moksa one day

MatterMos
Ingat zaman kelam dulu geram
Diam saat ku di gertak
Namun sekarang tak bisa diam terus gerak
Cepat cepat berencana
Plajaran dalam Art of War
We making art, not going to war
We goin to war by making art
Cam Akira Kurosawa ku punya mimpi
Dream punya visi, C.R.E.A.M get that dollar dollar bill
Jadi rapsody when i put them raps on it
Bikin rem blong when i put the gas on it
Spinnin cam dansa sufi
Performa fibonacci
Lukisan matematik
3.14 number of pi
Flip that, its four tigabelas with a harimau, macam life of pi
Wow wow sedikit abstrak 4 otak sedang dalam perjalanan
Hidup memang tak mudah tapi tetap usahakan yang kau cari jangan lupa untuk bangun dan kejar mimpi, yeah

Peace Love thats the fengshui
Spiritual journey thru the music made us balance
Praise Lord for the better days
Wont be any changes if you aint willing to change1",1
Suara (Ku Berharap),Hijau Daun,"Di sini aku masih sendiri
Merenungi hari-hari sepi
Aku tanpamu, masih tanpamu
Bila esok hari datang lagi
'Ku coba 'tuk hadapi semua ini
Meski tanpamu, oh, meski tanpamu

Bila aku dapat bintang yang berpijar
Mentari yang tenang bersamaku di sini
'Ku dapat tertawa menangis merenung
Di tempat ini aku bertahan

Suara, dengarkanlah aku
Apa kabarnya pujaan hatiku?
Aku di sini menunggunya
Masih berharap di dalam hatinya

Suara, dengarkanlah aku
Apakah aku selalu di hatinya?
Aku di sini menunggunya
Masih berharap di dalam hatinya

Dan aku masih tetap di sini
'Ku lewati semua yang terjadi
Aku menunggumu, oh, aku menunggu
Aku di sini menunggunya
Masih berharap di dalam hatinya
You might also likeSuara, dengarkanlah aku
Apakah aku ada di hatinya?
Aku di sini menunggunya
Masih berharap di dalam hatinya

Suara, dengarkanlah aku
Apa kabarnya pujaan hatiku?
Aku di sini menunggunya
Masih berharap di dalam hatinya, oh
 ",1
Pemilik Hati,Armada,"Semua semuanya tlah ku beri
Walau bagai mentari yang tak menyinari
Biarlah orang berkata apa
Yang penting ku bahagia
Ku ingin setia

Kau pencuri hati
Bebaskan diriku dari
Kekasih yang tak dianggap
Buka hatimu

Kau pemilik hati
Mau dibawa kemana
Cinta itu memang buta
Ku mabuk cinta

Biarlah orang berkata apa
Yang penting ku bahagia
Ku ingin setia

Kau pencuri hati
Bebaskan diriku dari
Kekasih yang tak dianggap
Buka hatimu

Kau pemilik hati
Mau dibawa kemana
Cinta itu memang buta
Ku mabuk cinta
You might also likeKau pencuri hati
Bebaskan diriku dari
Kekasih yang tak dianggap
Buka hatimu

Kau pemilik hati
Mau dibawa kemana
Cinta itu memang buta
Ku mabuk cinta

Hargai aku
Katakan sejujurnya",1
Buka Hatimu,Armada," 
Mungkin aku bodoh dalam matematika
Tapi hatiku tak pernah keliru dalam cinta
Angka-angka dan rumus, membuatku bingung
Tapi saat tentang cinta, aku tak pernah ragu

 
Bukan bodoh dalam cinta
Hatiku mengerti bahasa asmara
Meskipun di dunia hitam-putih matematika
Tapi cintaku padamu, tak pernah berhenti berwarna

 
Bilangan dan persamaan, bukanlah bahasa ku
Tapi saat tentang perasaan, aku paham betul
Cinta bukan soal logika yang bisa dihitung
Tapi tentang keajaiban yang tak terduga

 
Bukan bodoh dalam cinta
Hatiku mengerti bahasa asmara
Meskipun di dunia hitam-putih matematika
Tapi cintaku padamu, tak pernah berhenti berwarna

 
Mungkin aku tak bisa pecahkan rumus rumit
Tapi aku bisa merasakan getaran cinta di hatiku
Tak perlu angka dan hitungan untuk membuktikan
Bahwa aku tak bodoh dalam cinta, untukmu
You might also like 
Jangan lihatku dari segi angka dan data
Karena hatiku bisa lebih dari sekadar angka
Meskipun aku bodoh dalam matematika
Tapi aku tak pernah bodoh dalam cinta

 
Bukan bodoh dalam cinta
Hatiku mengerti bahasa asmara
Meskipun di dunia hitam-putih matematika
Tapi cintaku padamu, tak pernah berhenti berwarna

 
Mungkin aku bodoh dalam matematika
Tapi aku tak pernah bodoh dalam cinta
Hatiku terbuka untukmu, tanpa syarat dan batasan
Karena cintaku padamu, tak pernah mengenal batasannya",0
Kuingin Setia,Armada,"Lirik ""Kau yang Terindah""

 
Kau yang di sana
Terpisah jarak waktu
Aku di sini merindukan bayangmu
Mungkin kita harus bisa
Menahan gejolak
Tapi kita manusia
Yang punya hasrat jiwa

 
Setiap saat setiap waktu
Kuingat dirimu
Setiap saat setiap waktu
Kuingin berjumpa

 
Kau yang terindah
Hadir dalam mimpiku
Kini bertemu dalam jalinan kisah
Mungkin kita bukan cinta
Aku tak peduli
Tapi kita manusia
Yang punya hasrat jiwa
You might also like 
Setiap saat setiap waktu
Kuingat dirimu
Setiap saat setiap waktu
Kuingin berjumpa

 
Kuingin bercinta, oh
Walau kupendam gejolak
Namun asmara tetap ada
Tak bisa kutolak karena kau yang terindah
Yang mungkin memuaskan segalanya, oh

 
Setiap saat setiap waktu
Kuingat dirimu
Setiap saat setiap waktu
Kuingin berjumpa

 
Setiap saat setiap waktu
Kuingat dirimu
Setiap saat setiap waktu
Kuingin dirimu",0
Selalu Mengalah,Seventeen," 

 
Di tempat kulahir dan dibesarkan
Di kota yang dekat laut ini
Setelah sekian lama aku pulang
Sudah ada shopping mall berdiri

 
Waktu itu selalu seperti tongkat sihir
Walaupun telah mengubah pemandangan
Suara ombak dan aroma gelombang
Masih sama seperti dulu
Seventeen

 
Sekarang juga kamu yang teristimewa
Ada di pojok kanan buku tahunan kita
Sungguh memang kamu yang teristimewa
Berapa kali kubuka untuk memastikannya

 
Rumahmu yang dulu toko minuman
Sekarang menjadi minimarket
Saatku intip ke balik jendela
Kamu berdiri di kasir counter
You might also like 
Cita-citamu menjadi seorang hair stylist
Waktu itu kamu pernah bercerita
Walau tak seperti yang kamu bayangkan
Kamu terlihat bahagia
Aku jadi lega

 
Kudengar kalau kamu sudah menikah
Aku terlambat bilang suka kepadamu
Kudengar kamu pun sekarang punya anak
Tak sanggup memanggilmu
Farewell masa mudaku

 

 
Sekarang juga kamu yang teristimewa
Ada di pojok kanan buku tahunan kita
Sungguh memang kamu yang teristimewa
Berapa kali kubuka untuk memastikannya
Sekarang juga kamu yang teristimewa
Berkilau dengan terang di dalam kenangan
Sungguh memang kamu yang teristimewa
Seperti ini selamanya
Cintaku yang pertama",1
Hanya Ingin Kau Tahu,Repvblik,"Ku telah miliki
Rasa indahnya perihku
Rasa hancurnya harapku
Kau lepas cintaku

Rasakan abadi
Sekalipun kau mengerti
Sekalipun kau pahami
Ku pikir ku salah mengertimu

Aku hanya ingin kau tahu
Besarnya cintaku
Tingginya khayalku bersamamu

Tuk lalui waktu yang tersisa kini
Di setiap hariku
Di sisa akhir nafas hidupku

Ow wooo wo wo wooo

Walaupun semua hanya ada dalam mimpiku
Hanya ada dalam anganku
Melewati hidup

Rasakan abadi
Sekalipun kau mengerti
Sekalipun kau pahami
Ku pikir ku salah mengertimu
You might also likeAku hanya ingin kau tahu
Besarnya cintaku
Tingginya khayalku bersamamu

Tuk lalui waktu yang tersisa kini
Di setiap hariku
Di sisa akhir nafas hidupku

Aku hanya ingin kau tahu
Besarnya cintaku
Tingginya khayalku bersamamu

Tuk lalui waktu yang tersisa kini
Di setiap hariku
Di sisa akhir nafas hidupku

Ow wooo wo wo wooo",1
Perih,Vierra," 
Dirimu
'Tak pernah menyadari
Semua
Yang telah kau miliki

 
Kau buang aku, tinggalkan diriku
Kau hancurkan aku seakan ’ku tak pernah ada

 
Aku 'kan bertahan
Meski 'takkan mungkin
Menerjang kisahnya
Walau perih
Walau perih

 
Salahkah  
Aku terlalu cinta
Berharap
Semua ’kan kembali

 
Kau buang aku, tinggalkan diriku
Kau hancurkan aku seakan 'ku tak pernah ada
You might also like 
Aku 'kan bertahan
Meski 'takkan mungkin
Menerjang kisahnya
Walau perih
Walau perih

 

 
Aku 'kan bertahan
Meski 'takkan mungkin
Menerjang kisahnya walau perih
Walau perih
Aku 'kan bertahan
Meski 'takkan mungkin
Menerjang kisahnya walau perih
Walau perih

 
Walau perih
Walau perih",0
Rasa Ini,Vierra," 

 
'Ku tak percaya
Kau ada di sini
Menemaniku
Di saat dia pergi
Sungguh bahagia
Kau ada di sini
Menghapus semua
Sakit yang kurasa

 
Mungkinkah kau merasakan
Semua yang kupasrahkan
Kenanglah, kasih

 
Kusuka dirinya
Mungkin aku sayang
Namun apakah mungkin
Kau menjadi milikku
Kau pernah menjadi, menjadi miliknya
Namun salahkah aku
Bila kupendam rasa ini
You might also like 
Na, na-na, na-na-na, na-na, na-na-na
Na, na, na

 
Mungkinkah kau merasakan
Semua yang kupasrahkan
Kenanglah, kasih

 
Kusuka dirinya
Mungkin aku sayang
Namun apakah mungkin
Kau menjadi milikku
Kau pernah menjadi, menjadi miliknya
Namun salahkah aku
Bila kupendam rasa ini

 

 
Kusuka dirinya
Mungkin aku sayang
Namun apakah mungkin
Kau menjadi milikku
Kau pernah menjadi, menjadi miliknya
Namun salahkah aku
Bila kupendam rasa ini",0
Seandainya,Vierra," 

 
Ah-ah-ah
Ah-ah-ah
Ah-ah-ah

 
Kelak kau 'kan menjalani hidupmu sendiri
Melukai kenangan yang t’lah kita lalui
Yang tersisa hanya aku sendiri disini
Kau akan terbang jauh menembus awan
Memulai kisah baru tanpa diriku

 
Seandainya kau tahu
Ku tak ingin kau pergi
Meninggalkanku sendiri bersama bayanganku
Seandainya kau tahu
Aku kan s'lalu cinta
Jangan kau lupakan kenangan kita s'lama ini

 
Kelak kau ’kan menjalani hidupmu sendiri
Melukai kenangan yang t'lah kita lalui
Kau akan terbang jauh menembus awan
Memulai kisah baru tanpa diriku
You might also like 
Seandainya kau tahu
Ku tak ingin kau pergi
Meninggalkanku sendiri bersama bayanganku
Seandainya kau tahu
Aku kan s'lalu cinta
Jangan kau lupakan kenangan kita s'lama ini

 
S'lama ini

 
Seandainya kau tahu
Ku tak ingin kau pergi, oh
Meninggalkanku sendiri bersama bayanganku
Seandainya kau tahu
Aku kan s'lalu cinta
Jangan kau lupakan kenangan kita s'lama ini

 
Ah-ah
S'lama ini",0
Seperti Yang Kau Minta,Chrisye," 

 
Maafkan aku tak bisa
Memahami maksud amarahmu
Membaca dan mengerti isi hatimu

 
Ampuni aku yang telah
Memasuki kehidupan kalian
Mencoba mencari celah dalam hatimu

 
Aku tau 'ku takkan bisa
Menjadi seperti yang engkau minta
Namun selama nafas berhembus aku 'kan mencoba
Menjadi seperti yang kau minta

 
Ampuni aku yang telah
Memasuki kehidupan kalian
Mencoba mencari celah dalam hatimu

 
Aku tau 'ku takkan bisa
Menjadi seperti yang engkau minta
Namun selama nafas berhembus aku 'kan mencoba
Aku tau dia yang bisa menjadi seperti yang engkau minta
Namun selama aku bernyawa aku 'kan mencoba
Menjadi seperti yang kau minta
You might also like 

 
Aku tau 'ku takkan bisa
Menjadi seperti yang engkau minta
Namun selama nafas berhembus aku 'kan mencoba
Aku tau dia yang bisa menjadi seperti yang engkau minta
Namun selama aku bernyawa aku 'kan mencoba
Menjadi seperti yang kau minta

 
Seperti yang kau minta
Aku 'kan mencoba
Menjadi seperti yang kau minta",0
Manusia Setengah Dewa,Iwan Fals,"Iwan Fals - Manusia Setengah Dewa

Wahai presiden kami yang baru
Kamu harus dengar suara ini
Suara yang keluar dari dalam goa
Goa yang penuh lumut kebosanan

Walau hidup adalah permainan
Walau hidup adalah hiburan
Tetapi kami tak mau dipermainkan
Dan kami juga bukan hiburan

Turunkan harga secepatnya
Berikan kami pekerjaan
Pasti kuangkat engkau
Menjadi ""Manusia Setengah Dewa""

Masalah moral masalah akhlak
Biar kami cari sendiri
Urus saja moralmu, urus saja akhlakmu
Peraturan yang sehat, yang kami mau

Tegakkan hukum setegak-tegaknya
Adil dan tegas tak pandang bulu
Pasti kuangkat engkau
Menjadi ""Manusia Setengah Dewa""
You might also like 

Masalah moral masalah akhlak
Biar kami cari sendiri
Urus saja moralmu, urus saja akhlakmu
Peraturan yang sehat yang kami mau

Turunkan harga secepatnya
Berikan kami pekerjaan
Tegakkan hukum setegak-tegaknya
Adil dan tegas tak pandang bulu
Pasti kuangkat engkau
Menjadi ""Manusia Setengah Dewa""

Wahai presiden kami yang baru
Kamu harus dengar suara ini",0
Yang Terlupakan,Iwan Fals," 

 
Denting piano kala jemari menari
Nada merambat pelan di kesunyian malam
Saat datang rintik hujan bersama sebuah bayang
Yang pernah terlupakan

 
Hati kecil berbisik untuk kembali padanya
Seribu kata menggoda, seribu sesal di depan mata
Seperti menjelma waktu aku tertawa
Kala memberimu dosa

 
Ooh maafkanlah
Ooh maafkanlah

 
Rasa sesal di dasar hati, diam tak mau pergi
Haruskah aku lari dari kenyataan ini?
Pernah kumencoba tuk sembunyi
Namun senyummu tetap mengikuti

Na na na na ...
Na na na na ...
Na na na na ...
Na na na na ...
You might also like 
Hati kecil berbisik untuk kembali padanya
Seribu kata menggoda, seribu sesal di depan mata
Seperti menjelma waktu aku tertawa
Kala memberimu dosa

 
Rasa sesal di dasar hati, diam tak mau pergi
Haruskah aku lari dari kenyataan ini?
Pernah kumencoba tuk sembunyi
Namun senyummu tetap mengikuti

 
Rasa sesal di dasar hati, diam tak mau pergi
Haruskah aku lari dari kenyataan ini?
Pernah kumencoba tuk sembunyi
Namun senyummu tetap mengikuti

Rasa sesal di dasar hati, diam tak mau pergi
Haruskah aku lari dari kenyataan ini?
Pernah kumencoba tuk sembunyi
Namun senyummu tetap mengikuti",1
Mungkinkah,Stinky," 
Tetes air mata basahi pipimu
Di saat kita 'kan berpisah
Terucapkan janji padamu kasihku
Takkan kulupakan dirimu

 
Begitu beratnya kau lepas diriku
Sebut namaku jika kau rindukan aku
Aku akan datang

 
Mungkinkah kita 'kan selalu bersama
Walau terbentang jarak antara kita
Biarkan kupeluk erat bayangmu
'Tuk melepaskan semua kerinduanku

 
Lambaian tanganmu iringi langkahku
Terbersit tanya di hatiku
Akankah dirimu 'kan tetap milikku
Saat kembali di pelukanku

 
Mungkinkah kita 'kan selalu bersama
Walau terbentang jarak antara kita
Biarkan kupeluk erat bayangmu
'Tuk melepaskan semua kerinduanku
O-oh
You might also like 
Begitu beratnya kau lepas diriku
Sebut namaku jika kau rindukan aku
Aku akan datang

 
Mungkinkah kita 'kan selalu bersama
Walau terbentang jarak antara kita
Biarkan kupeluk erat bayangmu
'Tuk melepaskan semua kerinduanku

 
Kau kusayang, selalu kujaga
Takkan kulepas selamanya
Hilangkanlah keraguanmu
Pada diriku
Di saat
Kujauh darimu",0
Cinta Tak Bersyarat,Element," 
Jarang borak dengan orang yang gua tak berapa kenal
Salah orang takut barang gua semua dia bedal
Dah banyak hal, yang lu bedal packing pastu jual
Bulan terang, tak sesuai, orang sembarang ramai kaki penggal

 
Invade Lawan infidel
Lepas kumpul intel, baru confident
Tidak shy bukan spy topeng in disguise
Cuma nobita mata merah ,floating in the sky, woah

Kan sudah bilang
Genap dua puluh sekarang ada kilang
Sebelum jadi branding, masuk arus trending
Jangan dulu testing, kalau tidak cukup training, uh

Masih lagi standing buat ucapan ceremony
Mahu bukti apa lagi sudah ada testimoni, uh
Banyak parasite, sembur pesticide
Tidak perlu risau ini exercise

 
Teruja bukan? If no sila rewind, kalau lama jangan skip iklan
Baru buka flow ni, apa khabar?
Moiz the, itu rahsiakan. Ha ok
Kasi cepat cepat kasi hantar baris lain dah selamat
Misi mahunya berjaya macam pak selamat
Yo Siq! Jangan lupa sastera yang keramat
You might also like""Di cabar mereka serah bendera, dua dekad berperang kekal merdeka, kunci kuasanya tak pernah kita lena
Akan terus bangkit cetus revolusi era. Jeda ""

 
Ni apa cer? Borak kosong ke mana?
Sibuk flex, sibuk nak kejar nama?

Poket tebal, namun otak masih bebal
Rasa rasa diri kebal sebab sorang, semua bedal
Itu berita terkini  al-kisah baru jadi bini
Mana a class? Got that finesse?

Itu semua a list? Yeah, Im bigger than the a list
Got all rings on my both fist, call me your ‘friend’?
Then I can say ‘who’s this?’
Houston, Celtics tembak rocket jatuh sudah pasti often
Juki joki huruf 20 kali ganda long term confirm
I'm with red kebaya jiwa kental Edith Cowan, now

 
Jarang borak dengan orang yang gua tak berapa kenal
Salah orang takut barang gua semua dia bedal
Dah banyak hal, yang lu bedal packing pastu jual
Bulan terang tak sesuai, orang sembarang ramai kaki penggal

 
Eh tak da hal semua boleh boleh, semua boleh boleh
Apa da hal gua okay okay, gua okay okay
Lantak korang gua okay okay asal semua steady
Kalau boleh biar lebih layan boleh sampai lu ketagih
 
Masih versatile hati malaikat minda aksara macam techa nina
Bukan rockstar, popstar aku slash, goreng peluru kata macam guitar Metallica
Geliga liga, 20 tahun riwayat saga
Kena smackdown to the ground, amuk batista
Register this mista, spill the coffee, barista
Playaz spill the tea bukan macam sista sista

Sinister, paranormal untuk para normal yang sinis sir
Jangan selesa
Senandika, spektra refleksi lensa
Visi 2020 kau dah ku buat umur 20 dah

 
Harga pasar payah nego
Cara lama gaya retro
Salam kenal takyah intro
Orang pagar aku tembok

Tak kenal maka takkan sebok
Tak pernah putus semua rantai elok
Di atas bata ada esok
Selalu woke dan takkan pernah lentok

Tak kenal rungkap barai
Dah kena suap lalai
Jangan sembang juju
Kalau kau masih suam susu
 
I aint got no swag
Aku macam black metal
Bunuh beat 105 bpm, gentle
Bawak aura datang dari dalam south central
Scotts tak emotion macam takde Kendall
Jenner takde gender keranda mintak tender
Malas cakap banyak takut lirik kena censor
Dalam album aku banyak score

Masa depan terang dah macam lampu pendaflour
Cuz aku cuba jujur dalam lagu takkan hipokrit
Sampai jarang tidur takkan nak bagi free profit?Kan?
Hittaz sampai mati even malas keluar tv
Malas cakap banyak better ku pass bagi Kmy

 
Jarang borak dengan orang yang gua tak berapa kenal
Salah orang takut barang gua semua dia bedal
Dah banyak hal, yang lu bedal packing pastu jual
Bulan terang tak sesuai, orang sembarang ramai kaki penggal

 
Eh tak da hal semua boleh boleh, semua boleh boleh
Apa da hal gua okay okay, gua okay okay
Lantak korang gua okay okay asal semua steady
Kalau boleh biar lebih layan boleh sampai lu ketagih

 
Mana ? Mana ? lighter-lighter ? bak bak !
Cuba check di rak-rak, plaque-plaque
On the way ber block-block
A-list, merebak dalam playlist
Digital dah ke bulan macam crypto lepas bearish
Bullish profit progress jadi presisi flow sesi

Element cukup 4 poligami prosesi, profesi
Bro,cara professional, produktif 20 tahun program processional
K.B.H nasional
MPH laju atas nombor
187 di selekoh tanpa slow mo
Promo gila, macam chrono trigger
Akira toriyama juga punca ku geliga

 
Lain liga lain cara
Lain api lain bara
Lain kain lain lara
Berapa “line” dah bersara?

Tak pernah tunggang ombak
Banyak reka cipta..
Dentum hujung tombak
Ramai jatuh, sick ta..

Meminta?
Bila baris lemah asah parang
Terlalu bergantung pada barang dapatnya jarang

Jadi ku olah satu persatu jalan yang lurus
Sekarang ber isi ya, dulu sekeping, kurus
Jari menari, fulus
Taipkan ayat lulus
Ramai bertungkus lumus
Kaji cara ku rumus
Berapa ramai bintang namun sinar hanya satu
Bertukang bikin barang sampai jadi hanya aku

 
Jarang borak dengan orang yang gua tak berapa kenal
Salah orang takut barang gua semua dia bedal
Dah banyak hal, yang lu bedal packing pastu jual
Bulan terang tak sesuai, orang sembarang ramai kaki penggal

 
Eh tak da hal semua boleh boleh, semua boleh boleh
Apa da hal gua okay okay, gua okay okay
Lantak korang gua okay okay asal semua steady
Kalau boleh biar lebih layan boleh sampai lu ketagih",0
Mantan Kekasih,Lyla," 
Aku terpaksa menangis
Aku terpaksa merintih
Cahayaku semakin redup
Memilukan

Kau masih bisa kulihat
Suaramu masih kudengar
Namun kenyataan ini
Mengharukan

 
Seseorang disana telah memilikimu
Aku 'kan berdosa bila merindukanmu

{Chorus]
Mantan kekasihku
Jangan kau lupakan aku
Bila suatu saat nanti
Kau merindukanku
Datang, datang padaku

 
Kau masih bisa kulihat
Suaramu masih kudengar
Namun kenyataan ini
Mengharukan
You might also like 
Seseorang disana telah memilikimu
Aku 'kan berdosa bila merindukanmu

{Chorus]
Mantan kekasihku
Jangan kau lupakan aku
Bila suatu saat nanti
Kau merindukanku
Datang, datang padaku

 

{Chorus]
Mantan kekasihku
Jangan kau lupakan aku
Bila suatu saat nanti
Kau merindukanku
Datang, datang padaku

Mantan kekasihku
Jangan kau lupakan aku
Bila suatu saat nanti
Kau merindukanku
Datang, datang
Cepat datang padaku",0
Cinta Terlarang,The Virgin," 
Teringat kembali bila pertama dengar hiphop
Selalu dengar Outkast, Eminem, a great bop
Terus lock, aku in love with this genre
Everytime aku dengar, aku terus leka

Everything was great in here
Dari cara menyampaikan, flow dan cerita
Oh, jangan lupa rap battle berlawan ayat
Tempat emcee bersaing sepanjang hayat

Kadang kadang ada jugak yang suka rap spontan
Dipanggil freestyle, kalau terlanjur takboleh gostan
Kau terasa? Chill bro, tak payahlah kepoh
Kalau kau hati tisu, pergi dengar Aiman Tino

Hip-hop not just a genre, its a culture
Bersaing sihat, communiti bercolour
Tak perlukan litar, dalam hiphop banyak race
Hip-hop slow and steady, tak perlu nak chase

 
I'm in love with hip-hop
That why i'm always keep up
We ain't going to be flop
Even we ain't aim the top
You might also like 
Dah setahun dan kita masih bersama
Mungkin ini suratan tertulis di atas nama
Takda sapa paksa bagi sebarang tekanan
Tekankan pada diri sentiasa beri kebenaran

Penerangan guru aku ucap terima kasih
Dalam lagu aku sampaikan salam hormat
Selalu berlatih tanpa letih buat sebutan fasih
Mula dari bawah walau banyak jalan shortcut

Drop bar hari2 tak pernah lekang
Mulut bebas beritma pantang ada masa senang
Aku sayang, aku suka sebab tu terus buat
Ghairah mengarang buli otak supaya kuat

Tak cuba tapi aku lakukan
Tapi maaf kalau aku tak cuba laku kan
Aku hanya pencinta seni ini dalam diam
Harap kekal selamanya terpahat minda

 
Im in love with hip-hop
That why i'm always keep up
We ain't going to be flop
Even we ain't aim the top
 
Once upon a time, ni aku punya cerita
Dia punca  hidup ku makin ceria
Aku dengan hiphop, mungkin dah sebati
Mungkin jugak jodoh , sehidup dan semati

Conquer 4 element, dan hidup berpoligami
Dia mintak cerai, nafkah batin lu tak kasi
Takyah nak getback, dah takyah nak rujuk
Dah lafaz talak , lepastu? Nak pujuk?

Hiphop ditinggalkan, aku yang datang lamar
Tetap rasa cinta, walau rasa samar samar
Feel.... Cinta kami, macam oxygen
Dia dengan aku? Memang tight serupa virgin

Selalu fuck verse? Maaf kalau tercurang?
Banyak peluang, tapi tetap lagi berulang
Still in love with u, hanya aku seorang
Still in love with u, hanya kamu seorang

 
Im in love with hip-hop
That why i'm always keep up
We ain't going to be flop
Even we ain't aim the top",1
Cinta yang Lain,Chrisye," 
Yang kau mau
Aku tak punya
Yang kau mau
Yang kau mau
Aku tak punya
Yang kau mau
Aku tak punya

 
Aku tak tahu aku punya kecenderungan untuk kabur
Tidak tahu mengapa aku selalu mendesak untuk dapat melarikan diri dengan manis
Walau aku rasa sangat dekat, aku tak bisa mengontrol perasaanku
Dan aku harus bebas, butuh bernapas

 
Tapi terkadang aku butuh sepanjang malam, sepanjang hari
Kita dapat jatuh cinta dalam bentuk yang baru
Bentuk baru
Dan ketika pagi datang
Aku minta maaf, aku tetap tinggal
Beritahumu sejujurnya, aku tak bisa berubah, tak bisa berubah

 
Yang kau mau
Aku tak punya
Yang kau mau
Yang kau mau
Aku tak punya
Aku tak punya
You might also like 
Bagaimana jika aku menciptakan tempat untukmu untuk melepaskan?
Bagaimana jika kamu ingin menyimak karena kita berdua tahu?
Bahwa sekarang kita sangat dekat
Kita tak perlu bertengkar dengan perasaan kita
Ketika cahaya dan kulit terasa dingin

 
Aku menyеrah sepanjang malam, sepanjang hari  
Lalu kita jatuh cinta dalam bеntuk yang baru  
Bentuk baru
Lalu ketika pagi datang berkabut, kita memudar  
Karena kita jatuh cinta dalam bentuk baru  
Dalam bentuk baru, oh

 
Yang kau mau
Aku tak punya
Yang kau mau
Yang kau mau
Aku tak punya
Aku tak punya

 
Memikirkanku, tapi kau terjebak di sisi lain lagi
Mungkin kita ditakdirkan untuk dimensi lain, sayang
Jauh di dalam gelapnya pikiranmu seperti sebuah bintang di angkasa
Kau menyebutnya seni tapi kau merenggut hatiku
Dan memutarnya menjadi sebuah bentuk baru
Ya, aku kembali lagi dan lagi ke bar murah
Berusaha untuk dekat denganmu
Aku tak tahu bagaimana ini akan berakhir
Tapi sejujurnya, hidup akan lebih baik jika aku tak pernah
Bertemu denganmu dari awal
 
Yang kau mau  
Aku tak punya  
Yang kau mau  
Yang kau mau
Aku tak punya  
Yang kau mau  
Yang kau mau
Aku tak punya
Yang kau mau  
Yang kau mau
Aku tak punya  )
Aku tak punya",1
